citizen_id,first_name,surname,date_of_birth,age,gender,indigenous_status,household_id,years_in_pandanus_reach,education_level,employment_sector,occupation,annual_income_aud,social_credit_score,tier,curfew_window,vehicle_owned,mobile_id,biometric_template_hash,registration_date
PR-02105,Jessica,David,1997-12-22,28,F,N,HH-01114,3,Bachelor,Government,Surveillance Operator,88758.0,709,B,21:00-06:00,N,0449080194,d04b057a33963bd0,2022-10-01
PR-02106,Elizabeth,Hodge,1965-01-14,61,F,Y,HH-00018,0,Year 12,Government,Council Officer,80759.0,474,D,18:00-07:00 (strict),N,0450605773,e57104dd93b7b3ef,2017-01-16
PR-02107,Emily,Davis,1995-06-03,31,F,N,HH-01138,11,Postgraduate,Trades,Builder,54096.0,473,D,18:00-07:00 (strict),Y,0437073928,ad08cc7ea3b1f0f8,2021-07-28
PR-02108,Tony,Martin,1990-10-12,35,M,N,HH-00572,11,Year 10,Hospitality,Cook,37067.0,709,B,21:00-06:00,N,0452718471,71ac0c96e963dc3a,2021-10-05
PR-02109,Julian,Vasquez,1978-06-21,48,M,N,HH-00656,1,Certificate III,Education,Secondary Teacher,82401.0,793,B,21:00-06:00,Y,0493511739,e8a45996ebce65e0,2024-10-27
PR-02110,Jessica,Romero,1998-02-20,28,F,Y,HH-00703,15,Year 12,Trades,Diesel Mechanic,49674.0,541,C,20:00-06:00,N,0454665585,70c7586af5da141d,2018-01-25
PR-02111,Kayla,Cuevas,1999-10-04,26,F,N,HH-01079,0,No formal,Hospitality,Roadhouse Attendant,40827.0,796,B,21:00-06:00,N,0447309443,b3bc8bb7ab436dfc,2021-02-14
PR-02112,Jennifer,Jensen,1989-03-23,37,F,Y,HH-01074,19,Certificate IV,Trades,Builder,123068.0,670,C,20:00-06:00,Y,0473838030,1a5c57747c59a430,2021-10-17
PR-02113,Jennifer,Park,2004-10-30,21,X,N,HH-01145,10,Year 10,Unemployed,Unemployed,24199.0,714,B,21:00-06:00,Y,0430516061,1058b666d32496cb,2014-10-09
PR-02114,Joanne,Tapia,2010-02-17,16,X,Y,HH-00358,9,Certificate III,Student,Student,17083.0,406,D,18:00-07:00 (strict),Y,0415669002,c8a27591db0319d6,2023-09-05
PR-02115,Joseph,Lynch,1986-03-28,40,M,N,HH-01070,19,Year 12,Public Safety,St John Ambulance Volunteer,61462.0,582,C,20:00-06:00,Y,0411900620,53c39880a7bca9d0,2024-11-09
PR-02116,Emily,Macias,1998-01-24,28,X,N,HH-00525,14,Certificate IV,Trades,Electrician,85684.0,669,C,20:00-06:00,Y,0455202165,3d0786c0e9ab75df,2014-07-03
PR-02117,Charles,Franco,2009-08-17,16,X,N,HH-00389,16,Year 10,Student,Student,16315.0,817,B,21:00-06:00,N,0410146265,66b8eaae43475b78,2024-09-08
PR-02118,Jay,Gray,1964-09-03,61,M,Y,HH-00473,13,Bachelor,Unemployed,Unemployed,20907.0,410,D,18:00-07:00 (strict),N,0457482773,ff65c8c525ddbefc,2012-12-08
PR-02119,Robin,Wright,2008-08-31,17,X,N,HH-00359,0,Year 12,Student,Student,17238.0,366,D,18:00-07:00 (strict),Y,0412357163,f29c9c1d77da2dc1,2022-01-30
PR-02120,Bruce,Evans,2010-03-29,16,M,N,HH-00478,7,Year 10,Student,Student,11938.0,774,B,21:00-06:00,Y,0469058283,dabf4db713ab3c19,2014-05-03
PR-02121,Oscar,Carroll,1986-11-11,39,M,Y,HH-00706,9,Postgraduate,Health,Aboriginal Health Worker,101538.0,569,C,20:00-06:00,Y,0451441410,3baea27b91970813,2015-08-15
PR-02122,Taylor,Day,1971-10-25,54,F,N,HH-00972,19,Certificate III,Retail,Bottleshop Attendant,49953.0,587,C,20:00-06:00,Y,0410495739,30b607afffa3f219,2011-11-07
PR-02123,Steven,Williamson,1998-10-13,27,X,N,HH-00102,22,Year 12,Mining,Process Plant Technician,131631.0,554,C,20:00-06:00,Y,0463208173,2d400f08f6262985,2016-05-01
PR-02124,Christina,Murphy,2010-02-13,16,X,Y,HH-00731,4,Certificate IV,Student,Student,19309.0,499,D,18:00-07:00 (strict),Y,0467628113,16fdea6bc414e589,2011-06-05
PR-02125,Stefanie,Lopez,2007-08-10,18,F,N,HH-00201,9,Diploma,Hospitality,Bartender,48039.0,559,C,20:00-06:00,Y,0466370103,bda00e13d617f231,2012-10-09
PR-02126,Johnathan,Miller,1993-02-09,33,M,N,HH-00226,0,Year 12,Pastoral,Bore Runner,40518.0,749,B,21:00-06:00,Y,0464070299,a60320db8d0a0274,2013-07-03
PR-02127,Caleb,Freeman,1968-09-15,57,M,Y,HH-00981,11,Certificate III,Unemployed,Unemployed,22801.0,676,C,20:00-06:00,N,0481085877,418aff229e6631de,2020-07-18
PR-02128,Courtney,Foster,1988-11-12,37,F,N,HH-00434,18,Bachelor,Mining,Mine Geologist,164521.0,529,C,20:00-06:00,Y,0455618691,068cccd413f522c9,2017-05-08
PR-02129,Ian,Cain,1946-02-11,80,X,N,HH-00546,25,Postgraduate,Retired,Retired,24617.0,642,C,20:00-06:00,N,0441617209,61ae586d27e11d3c,2017-06-29
PR-02130,Ryan,Martin,1977-11-19,48,M,N,HH-00252,35,Year 10,Pastoral,Bore Runner,94296.0,856,A,22:00-06:00 (advisory only),Y,0487748507,95dd7d8c758520b2,2017-06-05
PR-02131,Heather,Harrell,1979-04-26,47,F,N,HH-00944,11,Year 10,Pastoral,Station Hand,63127.0,823,B,21:00-06:00,Y,0467500657,358ed4fda05c5817,2014-01-03
PR-02132,Amanda,Foster,1998-02-18,28,F,N,HH-01082,23,Certificate IV,Retail,Bottleshop Attendant,55848.0,748,B,21:00-06:00,Y,0484113583,c58f3112f9197edd,2023-12-19
PR-02133,Caitlin,Gonzalez,1985-11-14,40,F,N,HH-00168,9,Year 10,Trades,Plumber,73169.0,470,D,18:00-07:00 (strict),Y,0466467984,8ea21bab3356ff8b,2020-08-31
PR-02134,Derek,Fisher,2000-01-28,26,M,Y,HH-00485,14,Certificate III,Mining,Process Plant Technician,81398.0,455,D,18:00-07:00 (strict),Y,0470724532,835d3cd30b1b75df,2022-07-20
PR-02135,Miguel,Nguyen,1976-11-18,49,M,N,HH-00579,14,Year 12,Health,Remote Area Nurse,112891.0,755,B,21:00-06:00,Y,0484870185,92352a6258e2f876,2023-09-12
PR-02136,Warren,Mclean,1967-02-11,59,X,N,HH-00369,12,Year 12,Student,Student,16060.0,671,C,20:00-06:00,N,0438198860,5b87afd7c31e5459,2016-10-18
PR-02137,Daniel,Rodriguez,2010-02-20,16,X,N,HH-00006,8,Certificate III,Student,Student,16882.0,609,C,20:00-06:00,N,0430878184,c64df746db0ac776,2013-07-13
PR-02138,Kathryn,Saunders,1960-07-31,65,F,N,HH-00909,20,Certificate IV,Mining,Mine Geologist,147263.0,588,C,20:00-06:00,Y,0434213778,82a396b4d4bed3af,2020-11-06
PR-02139,Gloria,Bray,1980-08-22,45,F,N,HH-01135,1,Diploma,Trades,Plumber,75747.0,614,C,20:00-06:00,Y,0483393315,c7f2a53941e8e994,2017-06-07
PR-02140,Donna,Tucker,2002-04-18,24,F,N,HH-01002,4,Certificate III,Trades,Welder,89055.0,508,C,20:00-06:00,Y,0498001633,18d923d0cbfdb41d,2014-10-27
PR-02141,Brittany,Dixon,1976-10-24,49,F,N,HH-00773,13,Certificate IV,Indigenous Services,Indigenous Ranger,88483.0,874,A,22:00-06:00 (advisory only),Y,0463927336,77796ab137aac4b4,2022-02-01
PR-02142,Sean,Gamble,1982-09-09,43,M,Y,HH-01129,0,Year 12,Education,Secondary Teacher,75590.0,460,D,18:00-07:00 (strict),Y,0489118626,7b8cb2a77363afca,2022-11-03
PR-02143,James,Mccarthy,1988-04-27,38,X,N,HH-00319,2,Year 12,Trades,Electrician,63434.0,802,B,21:00-06:00,N,0478636380,e8d6a8b1e70c2de3,2021-03-02
PR-02144,Jonathan,White,1962-08-12,63,M,Y,HH-01119,0,Diploma,Unemployed,Unemployed,23863.0,596,C,20:00-06:00,Y,0475878060,8adf9d180ec56c52,2019-08-18
PR-02145,Madison,Perez,1993-11-15,32,F,N,HH-00306,10,Bachelor,Health,Pharmacist,82191.0,677,C,20:00-06:00,N,0435636783,084be2befe20204a,2011-11-22
PR-02146,wanda,Hickman,1995-01-08,31,F,N,HH-00583,20,Certificate III,Mining,Mine Safety Officer,126601.0,620,C,20:00-06:00,Y,0432925528,a5a640883b116737,2019-12-25
PR-02147,Brandon,Williams,2010-05-14,16,M,N,HH-00910,5,Certificate IV,Student,Student,14961.0,870,A,22:00-06:00 (advisory only),N,0452720394,aab06784ee34ac73,2015-08-23
PR-02148,Mark,Hall,1978-07-31,47,M,N,HH-00938,20,Certificate III,Health,Remote Area Nurse,116918.0,735,B,21:00-06:00,Y,0439882729,791a80ae2518eb7d,2018-01-23
PR-02149,William,Schneider,1948-03-01,78,X,N,HH-00741,11,Year 12,Retired,Retired,35441.0,812,B,21:00-06:00,Y,0478330356,826e1db7db1c2386,2015-02-14
PR-02150,Juan,Bell,1985-03-25,41,X,Y,HH-00380,23,Postgraduate,Mining,Mine Safety Officer,166945.0,469,D,18:00-07:00 (strict),Y,0423744261,4eb306968fe0e10d,2015-10-31
PR-02151,Anthony,Williams,2010-03-10,16,M,N,HH-01135,0,Bachelor,Student,Student,,586,C,20:00-06:00,Y,0481907704,cbd1a7075d06b986,2021-10-11
PR-02152,Daniel,Kennedy,1982-05-14,44,M,N,HH-00931,10,Certificate IV,Retail,Bottleshop Attendant,41354.0,894,A,22:00-06:00 (advisory only),N,0488219316,f7dd083850166ea1,2012-10-06
PR-02153,Cody,Vaughan,1984-11-22,41,M,N,HH-00502,8,Year 12,Hospitality,Pub Manager,59749.0,674,C,20:00-06:00,N,0494230088,0aeb1e5d7140e085,2015-08-13
PR-02154,Anne,Smith,1995-01-07,31,F,N,HH-00426,12,No formal,Government,Surveillance Operator  ,62723.0,677,C,20:00-06:00,Y,0449385448,3cdf58947c52bac1,2023-06-03
PR-02155,Erin,Figueroa,1987-03-14,39,F,N,HH-00674,21,Postgraduate,Education,Principal,93175.0,656,C,20:00-06:00,Y,0418911205,7a326c8874e57186,2022-04-04
PR-02156,Joseph,Watson,1976-03-23,50,M,N,HH-00773,10,Year 12,Trades,Builder,74275.0,820,B,21:00-06:00,Y,0498839408,846befe49e0cd464,2014-04-17
PR-02157,James,EATON,1986-05-11,40,M,N,HH-00811,9,Certificate III,Unemployed,Unemployed,16324.0,569,C,20:00-06:00,N,0490721220,445a3d06f9526179,2021-09-30
PR-02158,Bryan,Willis,1988-08-04,37,M,N,HH-00716,5,No formal,Mining,Mine Safety Officer,208768.0,608,C,20:00-06:00,Y,0437967928,aadbe8455135c5a9,2020-07-06
PR-02159,Cheryl,Bush,1979-05-04,47,F,N,HH-00328,6,Year 12,Mining,Process Plant Technician,134711.0,789,B,21:00-06:00,Y,0450842424,996fde2dbe8a3a68,2012-05-26
PR-02160,Joshua,Cooper,1980-03-17,46,M,Y,HH-00222,22,Year 10,Health,Aboriginal Health Worker,106903.0,443,D,18:00-07:00 (strict),Y,0444130157,d08b5a1564cd5589,2025-03-17
PR-02161,James,Le,1998-03-03,28,X,N,HH-00289,16,Postgraduate,Public Safety,Regional Police Officer,88169.0,556,C,20:00-06:00,N,0450250703,72fcd805907b57db,2014-01-14
PR-02162,Krista,King,1967-12-31,58,F,N,HH-00197,24,Year 12,Retail,Hardware Store Clerk,60103.0,574,C,20:00-06:00,Y,0494851039,3b5a82b92e8fcba3,2023-04-20
PR-02163,Rebecca,Hester,2010-01-03,16,X,N,HH-00345,0,Postgraduate,Student,Student,22170.0,574,C,20:00-06:00,N,0491840515,a1c7f827063653a6,2017-08-19
PR-02164,Michelle,Bartlett,1995-12-03,30,F,Y,HH-00518,13,Bachelor,Mining,Mine Geologist,100582.0,497,D,18:00-07:00 (strict),Y,0499174845,d59dac0d9bb0cf92,2017-03-21
PR-02165,Tara,Gordon,1977-12-17,48,F,N,HH-01082,11,Bachelor,Mining,Haul Truck Driver,174872.0,757,B,21:00-06:00,Y,0450245439,e2f62fa5d424bfbb,2019-09-28
PR-02166,Melissa,Anderson,1977-08-05,48,F,N,HH-00482,7,Diploma,Retail,Supermarket Worker,46311.0,719,B,21:00-06:00,Y,0485491123,7f0fe5fec3828894,2019-04-12
PR-02167,Robert,Benson,1984-07-20,41,M,N,HH-00491,0,Diploma,Education,Primary Teacher,65320.0,837,B,21:00-06:00,Y,0426827538,c18ecb61ded27447,2016-12-01
PR-02168,Gail,Berg,1994-12-13,31,X,Y,HH-01023,29,Bachelor,Government,Regional Admin Field Officer,53154.0,611,C,20:00-06:00,Y,0430342394,ad10ea4d772efa6f,2013-09-02
PR-02169,Paul,Cruz,2009-08-14,16,M,N,HH-00531,16,Certificate IV,Student,Student,12691.0,917,A,22:00-06:00 (advisory only),N,0461602800,a91410271957c41b,2016-12-18
PR-02170,Devon,White,2001-05-08,25,M,N,HH-00799,19,Certificate III,Pastoral,Bore Runner,41043.0,838,B,21:00-06:00,Y,0460674429,e7083139340e8a0f,2014-05-27
PR-02171,Michael,Suarez,2001-12-07,24,M,N,HH-00628,17,No formal,Mining,Mine Geologist,145085.0,729,B,21:00-06:00,Y,0442280747,8fdecb46e72276f2,2017-09-23
PR-02172,Michelle,Warren,1979-04-14,47,F,N,HH-00050,7,Bachelor,Unemployed,Unemployed  ,13838.0,610,C,20:00-06:00,N,0427936791,d845c6a75b785754,2014-06-09
PR-02173,Michael,Arnold,2007-02-18,19,M,N,HH-00062,11,Bachelor,Hospitality,Roadhouse Attendant,72461.0,519,C,20:00-06:00,Y,0468749531,e56e9799b8e08c08,2011-12-29
PR-02174,David,Williams,1978-10-02,47,M,Y,HH-00247,12,Year 10,Health,Remote Area Nurse,120797.0,377,D,18:00-07:00 (strict),N,0492445680,206d2bd98c85a760,2023-09-21
PR-02175,Tammy,Nelson,1986-01-24,40,F,Y,HH-00802,18,Year 12,Indigenous Services,Indigenous Ranger,78186.0,473,D,18:00-07:00 (strict),Y,0432039166,891fd96aaefd38f4,2020-05-06
PR-02176,David,Colon,1980-03-08,46,M,N,HH-00873,16,Year 12,Health,Mental Health Clinician,62088.0,729,B,21:00-06:00,Y,0458385021,da3a909a97426748,2011-05-17
PR-02177,Gregory,Jacobs,2000-01-31,26,M,Y,HH-00004,0,Certificate III,Indigenous Services,Indigenous Ranger,49365.0,657,C,20:00-06:00,Y,0427212173,7b6535d6ec4cc46b,2012-07-08
PR-02178,Michael,DUNN,2009-03-15,17,M,Y,HH-00554,17,Diploma,Student,Student,16542.0,604,C,20:00-06:00,N,0492186957,f686dcecd9dcadd9,2017-01-25
PR-02179,Lisa,Nguyen,2005-01-04,21,F,N,HH-01063,1,Certificate III,Mining,Mine Geologist,142436.0,760,B,21:00-06:00,Y,0445260096,6085b8ee332d1fed,2022-10-10
PR-02180,Samantha,Robinson,2000-02-05,26,F,N,HH-01043,9,Year 12,Mining,Process Plant Technician,211352.0,686,C,20:00-06:00,N,0454898857,e65d0b35c2c6df0f,2013-10-29
PR-02181,Valerie,Medina,1976-06-10,50,F,N,HH-00145,16,Bachelor,Student,Student,11540.0,673,C,20:00-06:00,N,0444335308,4530ad5d81625a5f,2022-03-31
PR-02182,Kimberly,Rodriguez,1976-12-20,49,X,N,HH-00023,0,Certificate IV,Pastoral,Stockman,62748.0,607,C,20:00-06:00,Y,0442373360,be89c56b047069c2,2016-09-13
PR-02183,Matthew,Berg,2002-06-03,24,M,Y,HH-00876,0,Certificate III,Health,Remote Area Nurse,103114.0,383,D,18:00-07:00 (strict),Y,0487881130,d072ffb845e4eea1,2019-01-24
PR-02184,Robert,Walker,2004-04-20,22,M,N,HH-00271,2,Certificate III,Mining,Process Plant Technician,111041.0,690,C,20:00-06:00,Y,0489140869,3f986104bcdabff5,2019-07-01
PR-02185,Rhonda,Mullins,2010-03-17,16,F,Y,HH-00650,14,Year 12,Student,Student,12356.0,686,C,20:00-06:00,N,0448307739,1bed630a92cc91c4,2014-08-06
PR-02186,Nicholas,Richardson,1998-11-24,27,M,N,HH-00134,17,Certificate III,Education,Primary Teacher,75712.0,763,B,21:00-06:00,Y,0480912122,1685d0299499e140,2012-08-31
PR-02187,Catherine,Lopez,2000-10-22,25,F,Y,HH-00243,25,No formal,Retail,Hardware Store Clerk,54350.0,552,C,20:00-06:00,Y,0437666357,a1baab8a98468bd0,2013-12-30
PR-02188,Tracy,Blair,2004-05-23,22,X,N,HH-00409,16,Year 12,Unemployed,Unemployed,26330.0,702,B,21:00-06:00,N,0465371899,21fc4fd423c54d3d,2011-08-25
PR-02189,Christopher,Thompson,1994-08-19,31,M,Y,HH-00422,15,Year 10,Education,Indigenous Education Worker,92189.0,736,B,21:00-06:00,Y,0416085071,cf602b29b44a7e44,2019-11-11
PR-02190,Chad,Jones,1982-08-02,43,X,N,HH-00341,5,Year 12,Hospitality,Cook,54382.0,690,C,20:00-06:00,Y,0470953842,f1cc7a88488b736a,2024-01-30
PR-02191,Tracy,Garcia,1976-12-16,49,F,N,HH-01085,0,Year 10,Trades,Diesel Mechanic,80584.0,742,B,21:00-06:00,Y,0487602817,b6ce6084a7c3649e,2021-07-11
PR-02192,Robert,Morrison,1993-03-05,33,M,N,HH-00250,11,Postgraduate,Retail,Hardware Store Clerk,51891.0,771,B,21:00-06:00,Y,0436330288,a9e258893b9da128,2011-08-23
PR-02193,Samantha,Hines,2009-12-10,16,F,Y,HH-00462,0,Year 12,Student,Student,15562.0,546,C,20:00-06:00,N,0454995235,bef1c670f3182b14,2011-12-19
PR-02194,Danielle,Miller,1968-07-23,57,F,Y,HH-00284,20,Year 12,Indigenous Services,Land Council Liaison,77984.0,507,C,20:00-06:00,Y,0448825980,16aec5e7e034011d,2020-02-19
PR-02195,Adam,Burch,1987-06-27,39,M,N,HH-00135,26,Year 12,Education,Primary Teacher,67025.0,709,B,21:00-06:00,Y,0489030540,3fd877c5bb85b27f,2012-11-03
PR-02196,Jill,Morgan,1974-05-02,52,X,Y,HH-00803,11,Year 12,Health,GP,122539.0,580,C,20:00-06:00,Y,0428877659,e80012760ba4913e,2014-03-09
PR-02197,John,Hart,1963-05-08,63,M,N,HH-01108,0,No formal,Government,Council Officer,82396.0,631,C,20:00-06:00,Y,0488800061,0957a741418b31c3,2013-08-21
PR-02198,Gary,Moore,2008-04-01,18,M,N,HH-01009,11,Year 10,Mining,Mine Safety Officer,146252.0,463,D,18:00-07:00 (strict),Y,0499020563,37e9d11e574ad4f8,2021-01-15
PR-02199,Courtney,Martinez,1950-06-26,76,X,N,HH-00169,4,Diploma,Retired,Retired,25990.0,596,C,20:00-06:00,Y,0451170924,9bcec04035b46ddf,2012-10-16
PR-02200,Edward,Hunt,1972-03-21,54,M,N,HH-01086,10,Year 12,Pastoral,Stockman,76622.0,690,C,20:00-06:00,Y,0425669076,bfcd138c79da4044,2013-05-04
PR-02201,Thomas,Johnson,2010-04-14,16,M,Y,HH-00470,11,Bachelor,Student,Student,12160.0,644,C,20:00-06:00,Y,0448024987,5c42f1a6064bb245,2013-06-01
PR-02202,Mary,Perez,1986-05-07,40,F,Y,HH-00473,19,Certificate IV,Health,Aboriginal Health Worker,94666.0,350,D,18:00-07:00 (strict),Y,0410667938,177c68463497a61b,2016-09-27
PR-02203,Stephen,Carson,2001-02-21,25,M,N,HH-00576,0,Year 12,Education,Secondary Teacher,72324.0,547,C,20:00-06:00,Y,0488295005,3c5b5a2113843b7e,2013-09-22
PR-02204,Ashley,Garcia,1989-03-05,37,F,N,HH-00879,27,Certificate IV,Education,Principal,65243.0,594,C,20:00-06:00,N,0442548197,179f468cb2ca2d9c,2016-05-09
PR-02205,Lisa,Wilson,1990-08-05,35,F,N,HH-00043,19,Year 12,Trades,Plumber,117739.0,622,C,20:00-06:00,Y,0441145672,be6c0f4343a3d75f,2024-03-25
PR-02206,Stephanie,Munoz,1979-12-17,46,F,N,HH-00522,2,No formal,Mining,Mine Geologist,189810.0,665,C,20:00-06:00,N,0464262105,339784687e813039,2018-10-12
PR-02207,Linda,Shelton,1987-01-21,39,F,N,HH-01073,25,Diploma,Mining,Mine Safety Officer,126359.0,712,B,21:00-06:00,Y,0431166948,b2c5ed9965a86bf4,2020-09-10
PR-02208,Elizabeth,Roth,2002-03-02,24,F,N,HH-00845,17,Postgraduate,Hospitality,Bartender,24599.0,692,C,20:00-06:00,Y,0424123246,366d69027e9371ea,2012-10-22
PR-02209,Sydney,Stanley,1965-11-15,60,F,N,HH-00648,0,Certificate III,Health,GP,61524.0,634,C,20:00-06:00,Y,0459777340,086f833d79c12d4a,2022-09-14
PR-02210,Michael,Jones,1994-02-11,32,M,N,HH-00653,12,Postgraduate,Public Safety,Fire & Rescue,119877.0,763,B,21:00-06:00,Y,0452651808,2b55d6138ac39412,2024-05-31
PR-02211,Charles,Rios,2006-01-13,20,M,Y,HH-00165,0,Year 10,Retail,Hardware Store Clerk,65319.0,616,C,20:00-06:00,Y,0487388161,fce970f8d65163b7,2016-10-27
PR-02212,Jennifer,Floyd,1971-01-22,55,X,N,HH-00487,0,Bachelor,Mining,Mine Geologist,104692.0,679,C,20:00-06:00,Y,0462111008,668c740db0f9bceb,2012-04-18
PR-02213,Kenneth,Moyer,1981-09-11,44,M,Y,HH-00443,8,Certificate IV,Education,Secondary Teacher,75543.0,386,D,18:00-07:00 (strict),N,0466149681,c1b9359e2dae3d6a,2012-08-14
PR-02214,Zachary,White,2001-08-20,24,M,N,HH-01128,4,Year 12,Pastoral,Station Manager,41756.0,725,B,21:00-06:00,N,0465139902,6aa55b3e1f10b4b4,2015-10-28
PR-02215,Rodney,Steele,1988-01-23,38,X,N,HH-00281,0,Year 10,Education,Indigenous Education Worker,89871.0,780,B,21:00-06:00,Y,0462787346,3cf0fac94490a35c,2022-06-18
PR-02216,Mathew,Pham,1968-04-30,58,X,Y,HH-00062,7,Certificate IV,Trades,Welder,73449.0,460,D,18:00-07:00 (strict),N,0483333747,fdfd60100de04c0f,2014-10-18
PR-02217,Jennifer,Crawford,1989-12-09,36,F,Y,HH-00053,11,Year 10,Trades,Welder,85539.0,562,C,20:00-06:00,Y,0479158241,5b328dff9ef69f2d,2018-10-22
PR-02218,Roberto,Cruz,1979-07-22,46,M,N,HH-01132,7,Certificate III,Mining,FIFO Drill Operator,179033.0,821,B,21:00-06:00,Y,0427555507,ab7a639ba914722c,2017-04-04
PR-02219,Kenneth,Steele,1990-06-09,36,M,N,HH-01031,15,Postgraduate,Mining,FIFO Drill Operator,223823.0,585,C,20:00-06:00,Y,0492348560,d568c9e7173b9220,2021-03-12
PR-02220,David,Smith,1984-11-06,41,M,N,HH-00233,14,Certificate IV,Unemployed,Unemployed,31635.0,603,C,20:00-06:00,Y,0446923094,8da0ba294d09d9b1,2011-08-05
PR-02221,Angela,Rosario,1976-03-28,50,X,Y,HH-00059,0,Bachelor,Student,Student,13978.0,585,C,20:00-06:00,N,0449976778,3c3ef667cf301b70,2012-03-09
PR-02222,Gregory,Allison,1989-12-18,36,M,Y,HH-00747,14,Certificate III,Indigenous Services,Land Council Liaison,94692.0,604,C,20:00-06:00,Y,0456234339,2a4a022e6ce494f1,2022-10-26
PR-02223,Edward,Thomas,1975-03-30,51,M,N,HH-00180,10,Certificate III,Pastoral,Station Hand,86840.0,520,C,20:00-06:00,Y,0488528019,323b0c84aba6e1da,2024-12-15
PR-02224,Robin,Sanchez,2005-08-17,20,X,N,HH-00282,17,Bachelor,Mining,Mine Safety Officer,130455.0,585,C,20:00-06:00,Y,0499247243,af9b873b4017d290,2012-02-19
PR-02225,Brenda,Hayden,1956-08-10,69,F,Y,HH-00202,11,Diploma,Retired,Retired,8369.0,725,B,21:00-06:00,N,0421869032,4690fee53c88cc91,2016-08-20
PR-02226,Anthony,Hanna,1991-12-12,34,X,N,HH-00188,1,Diploma,Trades,Builder,87136.0,418,D,18:00-07:00 (strict),Y,0439319972,c63324b9992b8c6e,2021-03-04
PR-02227,Mary,Jones,1983-03-21,43,F,N,HH-00214,14,Year 10,Mining,Mine Safety Officer,127718.0,583,C,20:00-06:00,Y,0486667744,5e1f1148f3fea5b1,2023-07-16
PR-02228,Amanda,Diaz,1989-05-12,37,F,N,HH-00328,21,Certificate IV,Retail,Bottleshop Attendant,40465.0,776,B,21:00-06:00,N,0414548283,43d9a851e71eef92,2012-06-07
PR-02229,Laura,Cervantes,1976-04-04,50,F,Y,HH-00101,15,Postgraduate,Government,Surveillance Operator,75198.0,461,D,18:00-07:00 (strict),Y,0474697129,2e5fee0db23b4e88,2013-11-27
PR-02230,Patrick,Adkins,1977-07-26,48,M,Y,HH-01117,16,Certificate III,Government,Civic Harmony Auditor,116172.0,576,C,20:00-06:00,Y,0421893154,22a43a64c426cfeb,2015-07-19
PR-02231,Jennifer,Rogers,1988-06-03,38,F,N,HH-00710,17,Year 10,Hospitality,Pub Manager,40311.0,693,C,20:00-06:00,N,0483068652,b3521fc0594ceb32,2021-01-31
PR-02232,Donna,Moore,2010-05-12,16,F,N,HH-00856,14,Certificate IV,Student,Student,12300.0,806,B,21:00-06:00,N,0498975182,9b5e9dfd1052ff31,2011-10-21
PR-02233,Nicole,Gordon,2010-06-22,16,F,Y,HH-00614,11,Bachelor,Student,Student,13706.0,429,D,18:00-07:00 (strict),Y,0481086653,91f435108ee8f1fa,2023-01-04
PR-02234,Erin,Liu,1999-12-06,26,X,N,HH-00975,0,Postgraduate,Unemployed,Unemployed,27406.0,684,C,20:00-06:00,N,0419711151,12503ade115c9cc6,2022-12-19
PR-02235,Samantha,Shaw,1962-09-11,63,X,Y,HH-00061,0,Year 12,Mining,Mine Geologist,179208.0,452,D,18:00-07:00 (strict),N,0454174627,73b57ff3e9cd3575,2017-04-14
PR-02236,Brooke,Dudley,1977-10-02,48,F,Y,HH-00506,19,Year 12,Mining,Haul Truck Driver,116111.0,548,C,20:00-06:00,Y,0474163504,29d017ded74275fb,2025-01-16
PR-02237,David,Lewis,1983-08-02,42,X,Y,HH-00273,4,Year 12,Unemployed,Unemployed,24466.0,618,C,20:00-06:00,N,0417886725,29cd5260e054c4e2,2014-06-02
PR-02238,Catherine,Reese,1998-01-23,28,F,N,HH-00683,15,Bachelor,Mining,FIFO Drill Operator,86881.0,776,B,21:00-06:00,Y,0428150476,d72114c7a70597a4,2023-02-19
PR-02239,Rose,Mcdonald,1958-09-22,67,F,N,HH-00493,21,No formal,Retired,Retired,17682.0,476,D,18:00-07:00 (strict),Y,0472267690,bd2c254524018d9f,2020-05-03
PR-02240,Samantha,Martin,1985-04-19,41,F,N,HH-00754,10,Year 12,Hospitality,Roadhouse Attendant,32836.0,672,C,20:00-06:00,Y,0481620955,d280d575946c8f39,2020-05-28
PR-02241,Cory,Rodriguez,1986-08-21,39,M,Y,HH-00223,10,Bachelor,Education,Primary Teacher,91280.0,420,D,18:00-07:00 (strict),Y,0468537694,3f91e1bee2bc0d0c,2019-10-19
PR-02242,Ryan,Johnson,1991-10-21,34,M,N,HH-00537,0,Year 12,Health,Mental Health Clinician,100570.0,576,C,20:00-06:00,Y,0484371081,64cd4f8d822e29ab,2018-12-08
PR-02243,Ana,Harper,1999-06-18,27,F,N,HH-00093,24,No formal,Hospitality,Bartender,36427.0,752,B,21:00-06:00,N,0460861919,454a2471d2967c4e,2015-09-06
PR-02244,Kristen,Little,1984-09-18,41,F,N,HH-00585,28,Year 10,Mining,Mine Geologist,122100.0,709,B,21:00-06:00,Y,0416427033,b646b3540bfa2fc8,2015-02-14
PR-02245,Vanessa,Cunningham,1970-07-16,55,F,Y,HH-00076,26,Certificate III,Pastoral,Station Hand,59083.0,514,C,20:00-06:00,Y,0498837319,a262f69f35c20cf0,2022-06-01
